#{"t_start": 1607859638.9319758, "env_id": "Block-v4"}
r,l,t
2887.47586,675,702.669759
700.668581,174,703.355122
339.96192,229,704.250218
-660.026579,83,704.578474
303.103476,158,705.196581
3057.626469,531,707.276211
4416.959826,643,709.818857
1997.82384,358,711.228791
-292.24267,123,711.710297
593.988734,350,713.100606
-23.972689,28,713.213559
135.847683,61,713.455486
106.527168,35,713.590864
877.742831,169,714.255987
1462.17277,235,715.182683
718.839144,202,715.972078
-667.853548,92,716.331804
3783.995382,705,719.120533
-6.040669,2,719.129205
3141.894401,933,722.791601
191.537227,68,723.061111
33.295308,40,723.219621
92.887291,52,723.426256
716.150802,175,724.113976
1263.201328,206,724.915091
739.17667,266,725.953847
2493.35955,135,726.484282
861.848568,127,726.983902
-215.195546,116,727.435464
-109.633326,43,727.600715
235.796029,128,728.117413
-27.789452,17,728.187351
1149.822901,265,729.220145
1183.776815,179,729.919006
1583.785183,253,730.90844
-888.562658,32,731.034302
316.993249,74,731.322206
3228.71938,687,734.011864
1367.38735,208,734.828794
518.126223,156,735.43638
-852.117396,62,735.678074
165.955836,62,735.920597
5.722521,17,735.985039
-106.217529,149,736.566406
1132.263658,166,737.211802
1193.033178,389,738.742678
2568.95982,681,741.396888
2076.191651,320,742.64907
-16.362582,7,742.674597
3119.034922,253,743.676187
266.066172,60,743.911277
-91.356085,390,745.427602
-505.254276,121,745.906229
942.053675,170,746.569003
3988.041603,325,747.831255
-384.925922,173,748.512481
2095.750789,372,749.975664
755.068942,131,750.488043
-279.660285,159,751.108685
7089.825471,825,754.339524
-32.207316,17,754.404562
299.385277,95,754.77962
1235.245545,231,755.678091
-679.544306,95,756.060148
-569.917178,77,756.360766
1526.154812,424,758.022061
214.533921,79,758.33144
-18.886633,12,758.37848
470.444434,294,759.548274
-604.983824,92,759.910171
-617.833669,120,760.382276
3413.871807,483,762.276265
79.380201,32,762.401274
1679.655125,366,763.835088
914.760491,352,765.208943
1101.281367,251,766.191484
3446.424199,322,767.44336
-723.040993,79,767.748113
-733.219619,120,768.213902
2781.438282,480,770.104162
-371.059743,107,770.522917
-650.930531,97,770.900386
3095.19164,529,772.957829
1823.434123,268,774.023061
6811.434937,902,777.537633
476.886754,99,777.920078
223.946386,49,778.110123
914.669027,254,779.110503
113.832124,44,779.282202
167.024488,96,779.659854
281.043807,225,780.534746
1528.276463,333,781.838729
-728.461597,58,782.066814
260.924237,157,782.671485
2427.076324,506,784.662134
-586.128801,162,785.304371
-496.3226,115,785.758792
-2.612217,3,785.768797
5482.164073,1001,789.708761
3521.81413,595,792.027382
1211.379683,406,793.610301
2391.753305,431,795.296659
662.315571,111,795.7173
-708.858427,46,795.894918
274.761629,358,797.268844
188.833438,55,797.481196
674.578011,153,798.063131
-196.133469,178,798.7411
493.304076,225,799.625281
102.906149,50,799.816642
1981.682799,395,801.33905
1916.254503,491,803.232115
2920.984494,417,804.897487
79.623653,33,805.030113
359.270639,60,805.265568
-228.10782,123,805.748831
422.655793,194,806.511489
4362.691559,531,808.595872
469.963403,137,809.143424
98.646584,16,809.208447
85.963676,64,809.466938
1198.372343,170,810.133639
-661.119764,88,810.478587
-72.819628,173,811.15448
-437.63713,86,811.489456
2452.973889,420,813.132797
555.267144,131,813.636944
569.0678,81,813.958631
-294.243128,145,814.538191
-3.039226,19,814.615709
-151.633257,155,815.218268
2951.263757,470,817.07157
1089.455498,267,818.124764
91.236299,24,818.227604
4498.266242,710,821.017603
-755.433865,55,821.229696
205.206717,209,822.048489
3721.412843,668,824.67002
400.69315,69,824.938598
879.276203,170,825.601744
287.031552,269,826.652542
-408.378163,171,827.316869
792.991783,369,828.763924
103.332139,22,828.851517
275.684315,209,829.67855
135.46709,53,829.888683
678.797273,266,830.925954
277.25991,58,831.152063
-350.023365,127,831.641535
215.788173,237,832.572459
208.93789,51,832.768614
1082.17717,309,833.973486
30.088503,28,834.082546
2297.368058,664,836.694616
-810.835248,33,836.822252
2213.026303,214,837.65406
-849.843324,60,837.890038
5839.909767,642,840.403823
183.780173,52,840.607306
637.526916,226,841.487118
3068.632874,490,843.39935
1841.625798,285,844.523404
-314.510236,167,845.198688
4682.984371,408,846.798413
2050.735469,426,848.475903
701.792803,142,849.032323
-487.170553,70,849.30735
2653.469778,384,850.82405
2735.87789,405,852.411497
1459.885958,390,853.921324
3257.56057,237,854.849711
744.007565,124,855.337844
984.311998,250,856.318874
-540.476103,90,856.669313
386.090286,64,856.922451
-3.322702,292,858.055501
-788.169951,65,858.312676
2913.444426,490,860.240718
-419.196829,115,860.688254
201.460042,48,860.876863
1666.195566,325,862.148447
36.156961,21,862.228581
2922.898524,492,864.163492
-560.570211,84,864.489904
365.141687,137,865.040096
759.726657,164,865.687996
216.53296,83,866.009091
-570.258517,130,866.517897
666.527487,199,867.301385
-1070.961226,33,867.427348
-14.433853,10,867.46691
-208.12726,120,867.937252
77.680255,41,868.099997
5005.457698,751,871.033592
1006.11932,140,871.593606
612.376903,110,872.029727
420.488775,222,872.901179
-769.886235,57,873.127771
-884.950036,58,873.356356
-885.252719,88,873.700621
-577.855092,76,873.999903
3236.404319,500,875.982526
-688.506296,95,876.356076
4645.540419,418,878.001121
3317.9914,488,879.910267
707.404026,245,880.890658
-598.026196,62,881.135686
63.038772,49,881.324708
-580.29904,168,881.983922
2968.241724,477,883.863481
45.557974,159,884.481466
-391.155313,100,884.873919
400.173651,73,885.162731
-436.760806,84,885.50899
-718.118521,208,886.326173
-340.51194,125,886.813789
1446.836984,244,887.781614
21.691164,8,887.813489
-974.271428,56,888.034106
-439.816729,101,888.439975
876.791657,303,889.660607
3481.018441,541,891.806571
3156.427933,451,893.565459
2626.133528,383,895.078583
970.826175,167,895.749939
-10.949066,9,895.788396
5497.187241,648,898.33228
143.108123,71,898.609132
-963.877369,35,898.751188
-14.603773,7,898.776537
1067.854335,231,899.702204
4185.466638,940,903.403919
235.694238,61,903.638562
-250.610995,250,904.612652
452.139545,111,905.047233
349.025898,123,905.532377
943.626697,333,906.853123
827.026339,184,907.572163
560.273964,340,908.898917
-292.111714,173,909.568005
-706.154522,115,910.019526
264.052791,215,910.881402
391.367007,141,911.434045
-33.15302,17,911.499329
466.724477,82,911.821754
7704.604795,831,915.076811
-720.618793,46,915.256944
160.424187,42,915.421368
629.632593,121,915.908556
-979.932953,39,916.063098
535.253986,190,916.804573
127.826416,120,917.270388
2678.902539,531,919.337738
252.722624,54,919.549827
-161.012872,238,920.472183
955.926295,367,921.924714
776.93433,286,923.055393
210.804515,56,923.272623
2590.405749,411,924.872592
579.217091,261,925.903768
328.457903,73,926.190001
-2.638318,12,926.2377
1206.888326,244,927.205432
844.718502,137,927.742148
3769.456187,350,929.106236
-276.919193,106,929.516867
-618.886551,75,929.806432
1711.642011,333,931.128277
